SITE_CODE,MSMT_DATE,GWE,LATITUDE,LONGITUDE
325536N1170608W001,2021-10-28 12:00:00,30.73,32.5536,-117.061
325910N1170835W006,2021-10-31 12:00:00,7.48,32.591,-117.084
326821N1171124W006,2021-10-31 12:00:00,2.77,32.6821,-117.112
327781N1171209W006,2021-10-28 12:00:00,41.72,32.7781,-117.121
327893N1169478W001,2021-10-28 11:52:00,451.48,32.7892,-116.949
328442N1169971W001,2021-11-03 09:57:00,315.12,32.8442,-116.997
328556N1169394W001,2021-10-28 12:59:00,356.45,32.8556,-116.939
328662N1169215W001,2021-11-02 14:30:00,363.0,32.8662,-116.921
328715N1169003W001,2021-10-19 13:00:00,385.09,32.8715,-116.9
329054N1169302W001,2021-10-28 12:41:00,424.9,32.9054,-116.93
329593N1169256W001,2021-10-28 14:21:00,368.62,32.8675,-116.926
330494N1170425W001,2021-10-28 09:01:00,316.08,33.0494,-117.043
330557N1170464W001,2021-10-28 00:00:00,310.39,33.0557,-117.046
330848N1170146W001,2021-10-28 09:23:00,335.94,33.0848,-117.015
330874N1169748W001,2021-10-28 12:00:00,333.11,33.0874,-116.975
330924N1169465W001,2021-10-28 09:47:00,360.68,33.0924,-116.947
330979N1170172W001,2021-10-28 00:00:00,356.79,33.0979,-117.017
331109N1161314W001,2021-10-21 00:00:00,0.66,33.111,-116.13
331560N1161680W001,2021-10-21 00:00:00,132.9,33.156,-116.168
331610N1162372W001,2021-10-21 00:00:00,484.9,33.161,-116.237
331981N1162959W001,2021-10-20 10:50:00,467.15,33.1981,-116.296
332032N1163143W001,2021-10-18 14:49:00,451.31,33.2032,-116.314
332114N1173775W001,2021-11-15 00:00:00,1.7,33.2114,-117.377
332116N1163340W001,2021-10-18 00:00:00,453.43,33.2116,-116.334
332266N1162794W001,2021-10-21 00:00:00,408.0,33.2266,-116.279
332316N1163887W001,2021-10-18 01:00:00,399.19,33.2316,-116.389
332367N1167165W001,2021-11-15 00:00:00,2700.82,33.2367,-116.717
332367N1167165W001,2021-10-15 00:00:00,2700.48,33.2367,-116.717
332367N1167165W001,2021-09-15 00:00:00,2700.7,33.2367,-116.717
332486N1166558W001,2021-11-15 00:00:00,2963.19,33.2486,-116.656
332486N1166558W001,2021-10-15 00:00:00,2955.77,33.2486,-116.656
332486N1166558W001,2021-09-15 00:00:00,2973.36,33.2486,-116.656
332509N1172990W001,2021-11-15 00:00:00,58.8,33.2509,-117.299
332574N1163559W001,2021-10-18 00:00:00,388.71,33.2574,-116.356
332575N1163710W001,2021-10-18 00:00:00,390.83,33.2575,-116.371
332576N1163131W001,2021-10-19 10:03:00,407.73,33.2576,-116.313
332742N1166846W001,2021-11-15 00:00:00,2796.05,33.2742,-116.685
332742N1166846W001,2021-10-15 00:00:00,2794.54,33.2742,-116.685
332742N1166846W001,2021-09-15 00:00:00,2794.68,33.2742,-116.685
332839N1167395W001,2021-11-15 00:00:00,2690.45,33.2839,-116.738
332839N1167395W001,2021-10-15 00:00:00,2689.89,33.2839,-116.738
332839N1167395W001,2021-09-15 00:00:00,2690.89,33.2839,-116.738
332867N1167043W001,2021-11-15 00:00:00,2699.08,33.287,-116.703
332867N1167043W001,2021-10-15 00:00:00,2702.0,33.287,-116.703
332867N1167043W001,2021-09-15 00:00:00,2703.34,33.287,-116.703
332993N1169389W001,2021-11-15 00:00:00,711.0,33.2937,-116.976
333006N1163495W001,2021-10-19 07:36:00,372.36,33.3006,-116.349
333103N1166879W001,2021-11-15 00:00:00,2886.84,33.3104,-116.687
333103N1166879W001,2021-10-15 00:00:00,2888.08,33.3104,-116.687
333103N1166879W001,2021-09-15 00:00:00,2887.99,33.3104,-116.687
333384N1171370W001,2021-10-29 00:00:00,310.8,33.3383,-117.135
333395N1170148W001,2021-11-15 00:00:00,546.0,33.3395,-117.015
333472N1170272W001,2021-10-29 00:00:00,557.2,33.3472,-117.027
334631N1171048W001,2021-11-07 12:00:00,995.47,33.4631,-117.105
334631N1171048W001,2021-10-03 12:00:00,991.95,33.4631,-117.105
334631N1171048W001,2021-09-05 12:00:00,993.74,33.4631,-117.105
334631N1171048W002,2021-11-07 12:00:00,1010.74,33.4631,-117.105
334631N1171048W002,2021-10-03 12:00:00,1010.77,33.4631,-117.105
334631N1171048W002,2021-09-05 12:00:00,1010.81,33.4631,-117.105
334686N1176782W002,2021-09-28 12:30:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-27 14:02:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-26 07:30:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-25 10:15:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-24 10:00:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-23 09:45:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-22 09:30:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-21 09:15:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-20 09:00:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-19 08:45:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-18 08:30:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-17 08:15:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-16 08:00:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-15 07:45:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-14 07:30:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-13 07:15:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-12 07:00:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-11 06:45:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-10 06:30:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-09 06:15:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-08 13:45:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-07 13:30:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-06 13:15:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-05 13:00:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-04 12:45:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-03 12:30:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-02 12:15:00,26.57,33.4686,-117.678
334686N1176782W002,2021-09-01 12:00:00,26.57,33.4686,-117.678
334694N1171156W001,2021-11-07 08:08:00,981.35,33.4694,-117.116
334694N1171156W001,2021-10-03 12:58:00,980.43,33.4694,-117.116
334694N1171156W001,2021-09-05 07:54:00,980.88,33.4694,-117.116
334721N1171186W001,2021-11-07 12:00:00,985.5,33.4721,-117.119
334721N1171186W001,2021-10-03 12:00:00,985.0,33.4721,-117.119
334721N1171186W001,2021-09-05 12:00:00,984.77,33.4721,-117.119
334721N1171186W002,2021-11-07 12:00:00,984.37,33.4721,-117.119
334721N1171186W002,2021-10-03 12:00:00,984.16,33.4721,-117.119
334721N1171186W002,2021-09-05 12:00:00,984.03,33.4721,-117.119
334721N1171186W003,2021-11-07 12:00:00,983.93,33.4721,-117.119
334721N1171186W003,2021-10-03 12:00:00,983.59,33.4721,-117.119
334721N1171186W003,2021-09-05 12:00:00,983.42,33.4721,-117.119
334721N1171186W004,2021-11-07 12:00:00,990.35,33.4721,-117.119
334721N1171186W004,2021-10-03 12:00:00,989.76,33.4721,-117.119
334721N1171186W004,2021-09-05 12:00:00,989.74,33.4721,-117.119
334721N1171186W005,2021-11-07 12:00:00,1002.38,33.4721,-117.119
334721N1171186W005,2021-10-03 12:00:00,1001.79,33.4721,-117.119
334721N1171186W005,2021-09-05 12:00:00,1002.04,33.4721,-117.119
334721N1171186W006,2021-11-07 12:00:00,1002.42,33.4721,-117.119
334721N1171186W006,2021-09-05 12:00:00,1002.19,33.4721,-117.119
334728N1171101W001,2021-11-07 08:25:00,1003.63,33.4728,-117.11
334728N1171101W001,2021-10-03 10:38:00,1003.06,33.4728,-117.11
334728N1171101W001,2021-09-05 08:11:00,1003.23,33.4728,-117.11
334798N1171015W001,2021-11-07 12:00:00,1017.5,33.4798,-117.102
334798N1171015W001,2021-10-03 12:00:00,1017.68,33.4798,-117.102
334798N1171015W001,2021-09-05 10:45:00,1016.66,33.4798,-117.102
334798N1171017W001,2021-11-07 08:48:00,965.75,33.4798,-117.102
334798N1171017W001,2021-10-03 08:26:00,964.05,33.4798,-117.102
334798N1171017W001,2021-09-05 10:49:00,959.44,33.4798,-117.102
334843N1160942W001,2021-09-21 00:00:00,-195.685,33.4843,-116.094
334844N1160957W001,2021-09-22 00:00:00,-192.925,33.4845,-116.096
334890N1176668W001,2021-10-07 00:15:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-10-06 08:30:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-10-05 03:15:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-10-04 13:30:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-10-03 13:15:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-10-02 13:00:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-10-01 03:45:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-30 03:30:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-29 03:15:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-28 23:45:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-27 23:30:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-26 23:15:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-25 23:00:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-24 00:00:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-23 04:15:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-22 19:15:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-21 19:00:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-20 18:45:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-19 18:30:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-18 05:45:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-17 05:30:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-16 05:15:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-15 10:45:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-14 10:30:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-13 10:15:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-12 10:00:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-11 23:45:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-10 07:00:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-09 01:30:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-08 00:00:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-07 12:30:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-06 07:15:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-05 19:15:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-04 16:15:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-03 01:30:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-02 03:00:00,66.85,33.489000000000004,-117.667
334890N1176668W001,2021-09-01 12:30:00,66.85,33.489000000000004,-117.667
334903N1170642W001,2021-11-07 12:00:00,1089.29,33.4903,-117.064
334903N1170642W001,2021-10-03 12:00:00,1069.7,33.4903,-117.064
334903N1170642W001,2021-09-05 10:32:00,1067.68,33.4903,-117.064
334961N1170329W001,2021-11-07 12:00:00,1104.4,33.4961,-117.033
334961N1170329W001,2021-10-03 12:00:00,1104.48,33.4961,-117.033
334961N1170329W001,2021-09-05 09:40:00,1106.3,33.4961,-117.033
334996N1171201W001,2021-11-07 12:00:00,843.9,33.4996,-117.12
334996N1171201W001,2021-10-03 12:00:00,860.0,33.4996,-117.12
334996N1171201W001,2021-09-05 07:37:00,859.6,33.4996,-117.12
335006N1176517W001,2021-09-29 05:30:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-28 07:45:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-27 06:30:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-26 05:15:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-25 15:15:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-24 03:00:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-23 09:30:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-22 01:45:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-21 01:45:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-20 10:45:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-19 13:30:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-18 03:00:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-17 03:00:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-16 07:15:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-15 03:15:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-14 03:00:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-13 02:45:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-12 03:15:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-11 02:45:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-10 02:45:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-09 02:45:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-08 03:30:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-07 02:15:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-06 03:00:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-05 02:45:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-04 14:45:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-03 13:30:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-02 07:00:00,94.94,33.5006,-117.652
335006N1176517W001,2021-09-01 15:45:00,94.94,33.5006,-117.652
335029N1170760W001,2021-11-07 11:47:00,878.05,33.5029,-117.076
335029N1170760W001,2021-10-03 11:20:00,880.78,33.5029,-117.076
335029N1170760W001,2021-09-05 14:01:00,884.09,33.5029,-117.076
335045N1176466W001,2021-09-30 07:47:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-28 12:45:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-27 12:30:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-26 12:15:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-25 05:45:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-24 05:30:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-23 05:15:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-22 05:00:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-21 04:45:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-20 04:30:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-19 04:15:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-18 04:00:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-17 03:45:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-16 03:30:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-15 03:15:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-14 03:00:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-13 02:45:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-12 02:30:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-11 02:15:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-10 02:00:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-09 01:45:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-08 01:30:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-07 01:15:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-06 01:00:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-05 00:45:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-04 00:30:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-03 00:15:00,109.17,33.5045,-117.647
335045N1176466W001,2021-09-02 00:00:00,109.17,33.5045,-117.647
335069N1176425W001,2021-09-30 01:15:00,102.56,33.5069,-117.643
335069N1176425W001,2021-09-29 01:00:00,102.58,33.5069,-117.643
335069N1176425W001,2021-09-28 00:45:00,102.59,33.5069,-117.643
335069N1176425W001,2021-09-27 00:30:00,102.56,33.5069,-117.643
335069N1176425W001,2021-09-26 00:15:00,102.56,33.5069,-117.643
335069N1176425W001,2021-09-25 00:00:00,102.57,33.5069,-117.643
335069N1176425W001,2021-09-23 23:45:00,102.57,33.5069,-117.643
335069N1176425W001,2021-09-22 23:30:00,102.59,33.5069,-117.643
335069N1176425W001,2021-09-21 23:15:00,102.57,33.5069,-117.643
335069N1176425W001,2021-09-20 23:00:00,102.58,33.5069,-117.643
335069N1176425W001,2021-09-19 22:45:00,102.62,33.5069,-117.643
335069N1176425W001,2021-09-18 22:30:00,102.6,33.5069,-117.643
335069N1176425W001,2021-09-17 22:15:00,102.59,33.5069,-117.643
335069N1176425W001,2021-09-16 22:00:00,102.61,33.5069,-117.643
335069N1176425W001,2021-09-15 21:45:00,102.62,33.5069,-117.643
335069N1176425W001,2021-09-14 21:30:00,102.62,33.5069,-117.643
335069N1176425W001,2021-09-13 21:15:00,102.63,33.5069,-117.643
335069N1176425W001,2021-09-12 21:00:00,102.63,33.5069,-117.643
335069N1176425W001,2021-09-11 20:45:00,102.64,33.5069,-117.643
335069N1176425W001,2021-09-10 20:30:00,102.65,33.5069,-117.643
335069N1176425W001,2021-09-09 20:15:00,102.64,33.5069,-117.643
335069N1176425W001,2021-09-08 20:00:00,102.65,33.5069,-117.643
335069N1176425W001,2021-09-07 19:45:00,102.68,33.5069,-117.643
335069N1176425W001,2021-09-06 19:30:00,102.67,33.5069,-117.643
335069N1176425W001,2021-09-05 07:45:00,102.69,33.5069,-117.643
335069N1176425W001,2021-09-04 07:30:00,102.7,33.5069,-117.643
335069N1176425W001,2021-09-03 07:15:00,102.71,33.5069,-117.643
335069N1176425W001,2021-09-02 07:00:00,102.7,33.5069,-117.643
335069N1176425W001,2021-09-01 06:45:00,102.71,33.5069,-117.643
335089N1171459W001,2021-11-07 07:46:00,741.59,33.5089,-117.146
335089N1171459W001,2021-10-03 07:35:00,738.64,33.5089,-117.146
335089N1171459W001,2021-09-05 07:12:00,743.14,33.5089,-117.146
335145N1176697W001,2021-09-30 11:25:00,111.71,33.5145,-117.67
335145N1176697W001,2021-09-29 16:30:00,111.72,33.5145,-117.67
335145N1176697W001,2021-09-28 16:15:00,111.77,33.5145,-117.67
335145N1176697W001,2021-09-27 16:00:00,111.93,33.5145,-117.67
335145N1176697W001,2021-09-26 15:45:00,111.91,33.5145,-117.67
335145N1176697W001,2021-09-25 15:30:00,111.88,33.5145,-117.67
335145N1176697W001,2021-09-24 15:15:00,111.81,33.5145,-117.67
335145N1176697W001,2021-09-23 15:00:00,111.79,33.5145,-117.67
335145N1176697W001,2021-09-22 14:45:00,111.99,33.5145,-117.67
335145N1176697W001,2021-09-21 14:30:00,112.21,33.5145,-117.67
335145N1176697W001,2021-09-20 14:15:00,112.01,33.5145,-117.67
335145N1176697W001,2021-09-19 14:00:00,111.92,33.5145,-117.67
335145N1176697W001,2021-09-18 13:45:00,111.97,33.5145,-117.67
335145N1176697W001,2021-09-17 13:30:00,111.94,33.5145,-117.67
335145N1176697W001,2021-09-16 13:15:00,111.82,33.5145,-117.67
335145N1176697W001,2021-09-15 13:00:00,111.88,33.5145,-117.67
335145N1176697W001,2021-09-14 12:45:00,111.87,33.5145,-117.67
335145N1176697W001,2021-09-13 12:30:00,111.87,33.5145,-117.67
335145N1176697W001,2021-09-12 12:15:00,111.95,33.5145,-117.67
335145N1176697W001,2021-09-11 12:00:00,112.0,33.5145,-117.67
335145N1176697W001,2021-09-10 11:45:00,111.99,33.5145,-117.67
335145N1176697W001,2021-09-09 11:30:00,111.94,33.5145,-117.67
335145N1176697W001,2021-09-08 11:15:00,111.98,33.5145,-117.67
335145N1176697W001,2021-09-07 11:00:00,112.06,33.5145,-117.67
335145N1176697W001,2021-09-06 10:45:00,112.08,33.5145,-117.67
335145N1176697W001,2021-09-05 10:30:00,112.06,33.5145,-117.67
335145N1176697W001,2021-09-04 10:15:00,112.1,33.5145,-117.67
335145N1176697W001,2021-09-03 10:00:00,112.12,33.5145,-117.67
335145N1176697W001,2021-09-02 09:45:00,112.19,33.5145,-117.67
335145N1176697W001,2021-09-01 09:30:00,112.1,33.5145,-117.67
335174N1170339W001,2021-11-07 12:00:00,1051.6,33.5174,-117.034
335174N1170339W001,2021-10-03 12:00:00,1055.99,33.5174,-117.034
335174N1170339W001,2021-09-05 14:26:00,1052.24,33.5174,-117.034
335263N1160798W001,2021-09-23 00:00:00,-207.199,33.5263,-116.08
335299N1170854W001,2021-11-07 12:00:00,821.19,33.5299,-117.085
335299N1170854W001,2021-10-03 12:00:00,819.17,33.5299,-117.085
335299N1170854W001,2021-09-05 08:46:00,817.06,33.5299,-117.085
335301N1171533W001,2021-11-07 09:29:00,787.5,33.5301,-117.153
335301N1171533W001,2021-10-03 08:06:00,786.66,33.5301,-117.153
335301N1171533W001,2021-09-05 07:28:00,788.12,33.5301,-117.153
335303N1171876W001,2021-11-07 00:00:00,1020.55,33.5303,-117.188
335303N1171876W001,2021-10-03 12:00:00,1020.95,33.5303,-117.188
335303N1171876W001,2021-09-05 09:42:00,1021.42,33.5303,-117.188
335332N1161715W001,2021-09-10 00:00:00,-157.546,33.5332,-116.171
335378N1170434W001,2021-11-07 12:00:00,1402.63,33.5378,-117.043
335378N1170434W001,2021-10-03 12:00:00,1404.18,33.5378,-117.043
335378N1170434W001,2021-09-05 09:47:00,1404.0,33.5378,-117.043
335412N1170712W001,2021-11-07 10:07:00,1024.68,33.5412,-117.071
335412N1170712W001,2021-10-03 09:21:00,1024.57,33.5412,-117.071
335412N1170712W001,2021-09-05 09:26:00,1024.3,33.5412,-117.071
335418N1171971W001,2021-11-07 12:00:00,1029.25,33.5418,-117.197
335418N1171971W001,2021-10-03 12:00:00,1028.89,33.5418,-117.197
335418N1171971W001,2021-09-05 08:08:00,1029.5,33.5418,-117.197
335542N1172157W001,2021-11-07 12:00:00,1020.3,33.5542,-117.216
335542N1172157W001,2021-10-03 12:00:00,1024.7,33.5542,-117.216
335542N1172157W001,2021-09-15 12:00:00,1018.9,33.5542,-117.216
335553N1172322W001,2021-11-07 12:00:00,843.97,33.5553,-117.232
335553N1172322W001,2021-10-03 12:00:00,847.42,33.5553,-117.232
335553N1172322W001,2021-09-05 08:45:00,847.95,33.5553,-117.232
335711N1161415W001,2021-09-23 00:00:00,-158.72,33.5712,-116.142
335938N1162253W001,2021-09-16 00:00:00,-96.596,33.5939,-116.225
336003N1160666W001,2021-10-27 00:00:00,-137.218,33.6004,-116.067
336020N1161925W001,2021-09-16 00:00:00,-132.576,33.602,-116.192
336053N1162295W001,2021-09-16 00:00:00,-80.594,33.6054,-116.23
336327N1172947W001,2021-11-15 12:00:00,938.5,33.6328,-117.295
336327N1172947W002,2021-11-15 12:00:00,866.5,33.6328,-117.295
336329N1172982W001,2021-11-15 12:00:00,797.5,33.635,-117.302
336329N1172982W002,2021-11-15 12:00:00,796.5,33.635,-117.302
336334N1173390W001,2021-11-18 12:00:00,1256.98,33.6393,-117.345
336366N1172928W001,2021-11-15 01:00:00,1004.54,33.633,-117.298
336366N1172928W002,2021-11-15 12:00:00,870.54,33.633,-117.298
336393N1173454W001,2021-11-18 12:00:00,1258.33,33.6334,-117.339
336416N1172920W001,2021-11-18 01:00:00,1167.0,33.6416,-117.292
336482N1173350W001,2021-11-12 01:00:00,1057.73,33.6482,-117.335
336485N1163777W001,2021-09-22 00:00:00,690.482,33.6485,-116.378
336529N1173320W001,2021-11-12 12:00:00,799.4,33.6529,-117.332
336555N1173035W001,2021-11-15 12:00:00,1245.64,33.6555,-117.303
336555N1173035W002,2021-11-15 12:00:00,1191.64,33.6555,-117.303
336637N1171018W001,2021-10-18 00:00:00,1376.76,33.6637,-117.102
336638N1171017W001,2021-10-18 00:00:00,1374.85,33.6638,-117.102
336709N1171192W001,2021-10-18 00:00:00,1353.17,33.6709,-117.119
336716N1177529W001,2021-09-24 07:53:00,116.57,33.6716,-117.753
336716N1177529W002,2021-09-24 07:45:00,94.95,33.6716,-117.753
336749N1179628W001,2021-11-05 05:00:00,6.1,33.6749,-117.963
336749N1179628W001,2021-11-04 17:00:00,6.1,33.6749,-117.963
336749N1179628W001,2021-11-03 17:00:00,6.13,33.6749,-117.963
336749N1179628W001,2021-11-02 17:00:00,6.07,33.6749,-117.963
336749N1179628W001,2021-11-01 17:00:00,6.15,33.6749,-117.963
336749N1179628W001,2021-10-31 12:00:00,6.2,33.6749,-117.963
336749N1179628W001,2021-10-30 12:00:00,6.2,33.6749,-117.963
336749N1179628W001,2021-10-29 12:00:00,6.27,33.6749,-117.963
336749N1179628W001,2021-10-28 12:00:00,6.19,33.6749,-117.963
336749N1179628W001,2021-10-27 12:00:00,6.15,33.6749,-117.963
336749N1179628W001,2021-10-26 12:00:00,6.13,33.6749,-117.963
336749N1179628W001,2021-10-25 12:00:00,6.22,33.6749,-117.963
336749N1179628W001,2021-10-24 12:00:00,6.16,33.6749,-117.963
336749N1179628W001,2021-10-23 12:00:00,6.04,33.6749,-117.963
336749N1179628W001,2021-10-22 12:00:00,5.86,33.6749,-117.963
336749N1179628W001,2021-10-21 12:00:00,5.52,33.6749,-117.963
336749N1179628W001,2021-10-20 12:00:00,5.27,33.6749,-117.963
336749N1179628W001,2021-10-19 12:00:00,5.33,33.6749,-117.963
336749N1179628W001,2021-10-18 12:00:00,5.3,33.6749,-117.963
336749N1179628W001,2021-10-17 12:00:00,5.33,33.6749,-117.963
336749N1179628W001,2021-10-16 12:00:00,5.42,33.6749,-117.963
336749N1179628W001,2021-10-15 12:00:00,5.64,33.6749,-117.963
336749N1179628W001,2021-10-14 12:00:00,5.03,33.6749,-117.963
336749N1179628W001,2021-10-13 12:00:00,5.5,33.6749,-117.963
336749N1179628W001,2021-10-12 18:00:00,5.77,33.6749,-117.963
336749N1179628W001,2021-10-11 18:00:00,5.58,33.6749,-117.963
336749N1179628W001,2021-10-10 18:00:00,4.6,33.6749,-117.963
336749N1179628W001,2021-10-09 18:00:00,5.88,33.6749,-117.963
336749N1179628W001,2021-10-08 06:00:00,5.78,33.6749,-117.963
336749N1179628W001,2021-10-07 13:35:00,5.65,33.6749,-117.963
336749N1179628W001,2021-10-06 06:00:00,5.39,33.6749,-117.963
336749N1179628W001,2021-10-05 06:00:00,5.24,33.6749,-117.963
336749N1179628W001,2021-10-04 12:00:00,5.0,33.6749,-117.963
336749N1179628W001,2021-10-03 12:00:00,4.91,33.6749,-117.963
336749N1179628W001,2021-10-02 12:00:00,4.87,33.6749,-117.963
336749N1179628W001,2021-10-01 12:00:00,4.88,33.6749,-117.963
336749N1179628W001,2021-09-30 12:00:00,4.9,33.6749,-117.963
336749N1179628W001,2021-09-29 12:00:00,4.82,33.6749,-117.963
336749N1179628W001,2021-09-28 12:00:00,4.69,33.6749,-117.963
336749N1179628W001,2021-09-27 12:00:00,4.56,33.6749,-117.963
336749N1179628W001,2021-09-26 12:00:00,4.51,33.6749,-117.963
336749N1179628W001,2021-09-25 12:00:00,4.48,33.6749,-117.963
336749N1179628W001,2021-09-24 12:00:00,4.44,33.6749,-117.963
336749N1179628W001,2021-09-23 12:00:00,4.38,33.6749,-117.963
